DNI,APELLIDOS Y NOMBRES,CARGO,CLIENTE,DIRECCION,SUPERVISOR,JORNADA,HORARIO,DESCANSO,UNIDAD,FECHA DE INGRESO,FECHA DE CESE,fecha_asistencia,estado_original,estado_limpio,estado_normalizado,es_atipico,es_activo_en_fecha
00000084,FICTICIO_84,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_84,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,1970-01-01,1970-01-01,2026-04-19,D,D,Descanso,False,False
00000085,FICTICIO_85,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_85,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,1970-01-01,,2026-04-19,D,D,Descanso,False,True
00000086,FICTICIO_86,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_86,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,1970-01-01,1970-01-01,2026-04-19,D,D,Descanso,False,False
00000087,FICTICIO_87,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_87,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,2025-01-11,,2026-04-19,D,D,Descanso,False,True
00000088,FICTICIO_88,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_88,LUNES A SABADO,18:00 - 06:00,DOMINGO,ITDV-LURIN,2025-01-11,,2026-04-19,D,D,Descanso,False,True
00000089,FICTICIO_89,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_89,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,1970-01-01,,2026-04-19,D,D,Descanso,False,True
00000090,FICTICIO_90,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_90,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,2025-01-11,,2026-04-19,D,D,Descanso,False,True
00000091,FICTICIO_91,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_91,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,1970-01-01,,2026-04-19,D,D,Descanso,False,True
00000092,FICTICIO_92,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_92,LUNES A SABADO,10:00 - 19:00,DOMINGO,ITDV-LURIN,1970-01-01,,2026-04-19,D,D,Descanso,False,True
00000093,FICTICIO_93,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_93,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,1970-01-01,,2026-04-19,D,D,Descanso,False,True
00000094,FICTICIO_94,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_94,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,2025-01-11,,2026-04-19,D,D,Descanso,False,True
00000095,FICTICIO_95,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_95,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,1970-01-01,,2026-04-19,D,D,Descanso,False,True
00000096,FICTICIO_96,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_96,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,1970-01-01,,2026-04-19,D,D,Descanso,False,True
00000097,FICTICIO_97,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_97,LUNES A SABADO,10:00 - 19:00,DOMINGO,ITDV-LURIN,1970-01-01,,2026-04-19,D,D,Descanso,False,True
00000098,FICTICIO_98,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_98,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,2025-01-11,,2026-04-19,D,D,Descanso,False,True
00000099,FICTICIO_99,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_99,LUNES A SABADO,10:00 - 19:00,DOMINGO,ITDV-LURIN,1970-01-01,1970-01-01,2026-04-19,D,D,Descanso,False,False
00000100,FICTICIO_100,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_100,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,2025-01-11,,2026-04-19,D,D,Descanso,False,True
00000101,FICTICIO_101,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_101,LUNES A SABADO,10:00 - 19:00,DOMINGO,ITDV-LURIN,1970-01-01,,2026-04-19,D,D,Descanso,False,True
00000102,FICTICIO_102,SUPERVISOR DE OPERACIONES,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_102,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,2025-12-26,,2026-04-19,D,D,Descanso,False,True
00000103,FICTICIO_103,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_103,LUNES A SABADO,18:00 - 06:00,DOMINGO,ITDV-LURIN,2025-01-11,,2026-04-19,D,D,Descanso,False,True
00000104,FICTICIO_104,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_104,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,2025-01-11,,2026-04-19,D,D,Descanso,False,True
00000105,FICTICIO_105,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_105,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,2025-01-11,,2026-04-19,D,D,Descanso,False,True
00000106,FICTICIO_106,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_106,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,2025-11-26,,2026-04-19,D,D,Descanso,False,True
00000107,FICTICIO_107,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_107,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,1970-01-01,,2026-04-19,D,D,Descanso,False,True
00000108,FICTICIO_108,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_108,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,2025-01-11,,2026-04-19,D,D,Descanso,False,True
00000109,FICTICIO_109,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_109,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,1970-01-01,,2026-04-19,D,D,Descanso,False,True
00000110,FICTICIO_110,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_110,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,1970-01-01,,2026-04-19,D,D,Descanso,False,True
00000111,FICTICIO_111,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_111,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,2025-01-11,,2026-04-19,D,D,Descanso,False,True
00000112,FICTICIO_112,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_112,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,2026-01-16,,2026-04-19,D,D,Descanso,False,True
00000113,FICTICIO_113,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_113,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,1970-01-01,,2026-04-19,D,D,Descanso,False,True
00000114,FICTICIO_114,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_114,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,2026-01-31,,2026-04-19,D,D,Descanso,False,True
00000115,FICTICIO_115,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_115,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,2025-01-11,,2026-04-19,D,D,Descanso,False,True
00000116,FICTICIO_116,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_116,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,1970-01-01,1970-01-01,2026-04-19,D,D,Descanso,False,False
00000117,FICTICIO_117,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_117,LUNES A SABADO,18:00 - 06:00,DOMINGO,ITDV-LURIN,2025-01-11,,2026-04-19,D,D,Descanso,False,True
00000118,FICTICIO_118,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"P58G+P4C, Av Gasoducto, Lurín 15842 - https://share.google/6ifaw21iLAJdnvM6h",SUPERVISOR_118,LUNES A SABADO,10:00 - 19:00,DOMINGO,ITDV-LURIN,1970-01-01,,2026-04-19,D,D,Descanso,False,True
00000119,FICTICIO_119,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"P58G+P4C, Av Gasoducto, Lurín 15842 - https://share.google/6ifaw21iLAJdnvM6h",SUPERVISOR_119,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,1970-01-01,,2026-04-19,D,D,Descanso,False,True
00000120,FICTICIO_120,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_120,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,2025-01-11,,2026-04-19,D,D,Descanso,False,True
00000121,FICTICIO_121,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_121,LUNES A SABADO,18:00 - 06:00,DOMINGO,ITDV-LURIN,2025-11-20,,2026-04-19,D,D,Descanso,False,True
00000122,FICTICIO_122,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_122,LUNES A SABADO,18:00 - 06:00,DOMINGO,ITDV-LURIN,1970-01-01,,2026-04-19,,NAN,Atípico por Verificar,True,True
00000123,FICTICIO_123,SUPERVISOR DE OPERACIONES,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_123,LUNES A SABADO,18:00 - 06:00,DOMINGO,ITDV-LURIN,1970-01-01,,2026-04-19,,NAN,Atípico por Verificar,True,True
00000124,FICTICIO_124,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_124,LUNES A SABADO,10:00 - 19:00,DOMINGO,ITDV-LURIN,1970-01-01,1970-01-01,2026-04-19,,NAN,Atípico por Verificar,True,False
00000125,FICTICIO_125,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_125,LUNES A SABADO,7:00 - 16:00,DOMINGO,ITDV-LURIN,1970-01-01,1970-01-01,2026-04-19,,NAN,Atípico por Verificar,True,False
00000126,FICTICIO_126,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_126,LUNES A SABADO,7:00 - 16:00,DOMINGO,ITDV-LURIN,1970-01-01,1970-01-01,2026-04-19,,NAN,Atípico por Verificar,True,False
00000127,FICTICIO_127,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_127,LUNES A SABADO,12:00 - 21:00,DOMINGO,LATAM LOGISTIC,1970-01-01,,2026-04-19,D,D,Descanso,False,True
00000128,FICTICIO_128,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"P58G+P4C, Av Gasoducto, Lurín 15842 - https://share.google/6ifaw21iLAJdnvM6h",SUPERVISOR_128,LUNES A DOMINGO,21:00 - 06:00,SÁBADO,LATAM LOGISTIC,1970-01-01,,2026-04-19,A,A,Asistencia,False,True
00000129,FICTICIO_129,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"P58G+P4C, Av Gasoducto, Lurín 15842 - https://share.google/6ifaw21iLAJdnvM6h",SUPERVISOR_129,LUNES A DOMINGO,21:00 - 06:00,SÁBADO,LATAM LOGISTIC,1970-01-01,,2026-04-19,A,A,Asistencia,False,True
00000130,FICTICIO_130,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"P58G+P4C, Av Gasoducto, Lurín 15842 - https://share.google/6ifaw21iLAJdnvM6h",SUPERVISOR_130,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,LATAM LOGISTIC,2025-01-11,,2026-04-19,D,D,Descanso,False,True
00000131,FICTICIO_131,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"P58G+P4C, Av Gasoducto, Lurín 15842 - https://share.google/6ifaw21iLAJdnvM6h",SUPERVISOR_131,LUNES A DOMINGO,12:00 - 21:00,DOMINGO,LATAM LOGISTIC,2025-01-11,,2026-04-19,D,D,Descanso,False,True
00000132,FICTICIO_132,SUPERVISOR DE OPERACIONES,ALICORP SAA / 20100055237,"P58G+P4C, Av Gasoducto, Lurín 15842 - https://share.google/6ifaw21iLAJdnvM6h",SUPERVISOR_132,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,LATAM LOGISTIC,2025-01-11,,2026-04-19,D,D,Descanso,False,True
00000133,FICTICIO_133,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"P58G+P4C, Av Gasoducto, Lurín 15842 - https://share.google/6ifaw21iLAJdnvM6h",SUPERVISOR_133,LUNES A DOMINGO,21:00 - 06:00,SÁBADO,LATAM LOGISTIC,1970-01-01,,2026-04-19,A,A,Asistencia,False,True
00000134,FICTICIO_134,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"P58G+P4C, Av Gasoducto, Lurín 15842 - https://share.google/6ifaw21iLAJdnvM6h",SUPERVISOR_134,LUNES A DOMINGO,18:00 - 06:00,SÁBADO,LATAM LOGISTIC,1970-01-01,,2026-04-19,F,F,Falta,False,True
00000135,FICTICIO_135,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"P58G+P4C, Av Gasoducto, Lurín 15842 - https://share.google/6ifaw21iLAJdnvM6h",SUPERVISOR_135,LUNES A DOMINGO,21:00 - 06:00,SÁBADO,LATAM LOGISTIC,2025-01-11,,2026-04-19,A,A,Asistencia,False,True
00000136,FICTICIO_136,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"P58G+P4C, Av Gasoducto, Lurín 15842 - https://share.google/6ifaw21iLAJdnvM6h",SUPERVISOR_136,LUNES A DOMINGO,21:00 - 06:00,SÁBADO,LATAM LOGISTIC,1970-01-01,,2026-04-19,A,A,Asistencia,False,True
00000137,FICTICIO_137,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"P58G+P4C, Av Gasoducto, Lurín 15842 - https://share.google/6ifaw21iLAJdnvM6h",SUPERVISOR_137,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,LATAM LOGISTIC,2025-01-11,,2026-04-19,A,A,Asistencia,False,True
00000138,FICTICIO_138,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"P58G+P4C, Av Gasoducto, Lurín 15842 - https://share.google/6ifaw21iLAJdnvM6h",SUPERVISOR_138,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,LATAM LOGISTIC,2025-01-11,,2026-04-19,A,A,Asistencia,False,True
00000139,FICTICIO_139,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"P58G+P4C, Av Gasoducto, Lurín 15842 - https://share.google/6ifaw21iLAJdnvM6h",SUPERVISOR_139,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,LATAM LOGISTIC,2025-01-11,,2026-04-19,A,A,Asistencia,False,True
00000140,FICTICIO_140,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"P58G+P4C, Av Gasoducto, Lurín 15842 - https://share.google/6ifaw21iLAJdnvM6h",SUPERVISOR_140,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,LATAM LOGISTIC,2025-01-11,,2026-04-19,A,A,Asistencia,False,True
00000141,FICTICIO_141,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"P536+84V Industrial / Los Claveles, Lurín 15826",SUPERVISOR_141,LUNES A DOMINGO,06:00 - 18:00,DOMINGO,CD1 Y CD2,1970-01-01,,2026-04-19,A,A,Asistencia,False,True
00000142,FICTICIO_142,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"P58G+P4C, Av Gasoducto, Lurín 15842 - https://share.google/6ifaw21iLAJdnvM6h",SUPERVISOR_142,LUNES A DOMINGO,12:00 - 21:00,DOMINGO,LATAM LOGISTIC,2025-01-11,,2026-04-19,A,A,Asistencia,False,True
00000143,FICTICIO_143,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"P58G+P4C, Av Gasoducto, Lurín 15842 - https://share.google/6ifaw21iLAJdnvM6h",SUPERVISOR_143,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,LATAM LOGISTIC,2025-01-11,,2026-04-19,A,A,Asistencia,False,True
00000144,FICTICIO_144,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"P58G+P4C, Av Gasoducto, Lurín 15842 - https://share.google/6ifaw21iLAJdnvM6h",SUPERVISOR_144,LUNES A DOMINGO,7:00 - 19:00,DOMINGO,LATAM LOGISTIC,1970-01-01,,2026-04-19,,NAN,Atípico por Verificar,True,True
00000145,FICTICIO_145,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"P58G+P4C, Av Gasoducto, Lurín 15842 - https://share.google/6ifaw21iLAJdnvM6h",SUPERVISOR_145,LUNES A DOMINGO,7:00 - 19:00,DOMINGO,LATAM LOGISTIC,1970-01-01,,2026-04-19,,NAN,Atípico por Verificar,True,True
00000146,FICTICIO_146,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,"Av. Industrial 652, Lurín 15823 - https://maps.app.goo.gl/EMBihf5jzh7A4nVL8",SUPERVISOR_146,LUNES A SABADO,07:00 - 16:00,DOMINGO,LURIN-ALMACENES,2025-01-11,,2026-04-19,D,D,Descanso,False,True
00000147,FICTICIO_147,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,"Av. Industrial 652, Lurín 15823 - https://maps.app.goo.gl/EMBihf5jzh7A4nVL8",SUPERVISOR_147,LUNES A SABADO,07:00 - 16:00,DOMINGO,LURIN-ALMACENES,1970-01-01,,2026-04-19,D,D,Descanso,False,True
00000148,FICTICIO_148,SUPERVISOR DE OPERACIONES,INTRADEVCO / 20417378911,"Av. Industrial 652, Lurín 15823 - https://maps.app.goo.gl/EMBihf5jzh7A4nVL8",SUPERVISOR_148,LUNES A SABADO,07:00 - 16:00,DOMINGO,LURIN-ALMACENES,2025-01-11,,2026-04-19,D,D,Descanso,False,True
00000149,FICTICIO_149,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,"Av. Industrial 652, Lurín 15823 - https://maps.app.goo.gl/EMBihf5jzh7A4nVL8",SUPERVISOR_149,LUNES A SABADO,07:00 - 16:00,DOMINGO,LURIN-ALMACENES,2025-01-11,,2026-04-19,D,D,Descanso,False,True
00000150,FICTICIO_150,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,"Av. Industrial 652, Lurín 15823 - https://maps.app.goo.gl/EMBihf5jzh7A4nVL8",SUPERVISOR_150,LUNES A SABADO,07:00 - 16:00,DOMINGO,LURIN-ALMACENES,2025-01-11,,2026-04-19,D,D,Descanso,False,True
00000151,FICTICIO_151,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,"Av. Industrial 652, Lurín 15823 - https://maps.app.goo.gl/EMBihf5jzh7A4nVL8",SUPERVISOR_151,LUNES A SABADO,07:00 - 16:00,DOMINGO,LURIN-ALMACENES,2025-01-11,,2026-04-19,D,D,Descanso,False,True
00000152,FICTICIO_152,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,"Av. Industrial 652, Lurín 15823 - https://maps.app.goo.gl/EMBihf5jzh7A4nVL8",SUPERVISOR_152,LUNES A SABADO,07:00 - 16:00,DOMINGO,LURIN-ALMACENES,,1970-01-01,2026-04-19,D,D,Descanso,False,False
00000153,FICTICIO_153,SEGREGADOR,INTRADEVCO / 20417378911,"Av. Industrial 652, Lurín 15823 - https://maps.app.goo.gl/EMBihf5jzh7A4nVL8",SUPERVISOR_153,LUNES A SABADO,19:00 - 07:00,DOMINGO,LURIN-SEGREGACION,2025-01-11,,2026-04-19,D,D,Descanso,False,True
00000154,FICTICIO_154,SEGREGADOR,INTRADEVCO / 20417378911,"Av. Industrial 652, Lurín 15823 - https://maps.app.goo.gl/EMBihf5jzh7A4nVL8",SUPERVISOR_154,LUNES A SABADO,07:00 - 16:00,DOMINGO,LURIN-SEGREGACION,2025-01-11,,2026-04-19,D,D,Descanso,False,True
00000155,FICTICIO_155,JARDINERO,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_155,LUNES A SABADO,07:00 - 16:00,DOMINGO,LURIN-SEGREGACION,2025-01-11,,2026-04-19,D,D,Descanso,False,True
00000156,FICTICIO_156,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,"Av. Industrial 652, Lurín 15823 - https://maps.app.goo.gl/EMBihf5jzh7A4nVL8",SUPERVISOR_156,LUNES A SABADO,07:00 - 16:00,DOMINGO,LURIN-SEGREGACION,2025-01-11,,2026-04-19,D,D,Descanso,False,True
00000157,FICTICIO_157,LIMPIEZA DE PALETAS,ALICORP SAA / 20100055237,"Huascar 143, Callao 07021 - https://share.google/sUUV1IhYUliCANR07",SUPERVISOR_157,LUNES A SABADO,07:00 - 16:00,DOMINGO,MOLINO CALLAO,1970-01-01,,2026-04-19,D,D,Descanso,False,True
00000158,FICTICIO_158,LIMPIEZA DE PALETAS,ALICORP SAA / 20100055237,"Huascar 143, Callao 07021 - https://share.google/sUUV1IhYUliCANR07",SUPERVISOR_158,LUNES A SABADO,12:00 - 21:00,DOMINGO,MOLINO CALLAO,2025-11-28,,2026-04-19,D,D,Descanso,False,True
00000159,FICTICIO_159,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"Huascar 143, Callao 07021 - https://share.google/sUUV1IhYUliCANR07",SUPERVISOR_159,LUNES A SABADO,07:00 - 16:00,DOMINGO,MOLINO CALLAO,2025-01-11,,2026-04-19,D,D,Descanso,False,True
00000160,FICTICIO_160,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"Huascar 143, Callao 07021 - https://share.google/sUUV1IhYUliCANR07",SUPERVISOR_160,LUNES A SABADO,07:00 - 16:00,DOMINGO,MOLINO CALLAO,2025-01-11,,2026-04-19,D,D,Descanso,False,True
00000161,FICTICIO_161,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"Huascar 143, Callao 07021 - https://share.google/sUUV1IhYUliCANR07",SUPERVISOR_161,LUNES A SABADO,12:00 - 21:00,DOMINGO,MOLINO CALLAO,1970-01-01,,2026-04-19,D,D,Descanso,False,True
00000162,FICTICIO_162,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"Huascar 143, Callao 07021 - https://share.google/sUUV1IhYUliCANR07",SUPERVISOR_162,LUNES A SABADO,07:00 - 16:00,DOMINGO,MOLINO CALLAO,1970-01-01,,2026-04-19,D,D,Descanso,False,True
